fips,CountyName
00000,Whitemarsh township
00000,Whitpain township
00000,Worcester township
00000,Anthony township
00000,Cooper township
00000,Danville borough
00000,Derry township
00000,Liberty township
00000,Limestone township
00000,Mahoning township
00000,Mayberry township
00000,Valley township
00000,Washingtonville borough
00000,West Hemlock township
00000,Allen township
00000,Bangor borough
00000,Bath borough
00000,Bethlehem city
00000,Bethlehem township
00000,Bushkill township
00000,Chapman borough
00000,East Allen township
00000,East Bangor borough
00000,Easton city
00000,Forks township
00000,Freemansburg borough
00000,Glendon borough
00000,Hanover township
00000,Hellertown borough
00000,Lehigh township
00000,Lower Mount Bethel township
00000,Lower Nazareth township
00000,Lower Saucon township
00000,Moore township
00000,Nazareth borough
00000,Northampton borough
00000,North Catasauqua borough
00000,Palmer township
00000,Pen Argyl borough
00000,Plainfield township
00000,Portland borough
00000,Roseto borough
00000,Stockertown borough
00000,Tatamy borough
00000,Upper Mount Bethel township
00000,Upper Nazareth township
00000,Walnutport borough
00000,Washington township
00000,West Easton borough
00000,Williams township
00000,Wilson borough
00000,Wind Gap borough
00000,Coal township
00000,Delaware township
00000,East Cameron township
00000,East Chillisquaque township
00000,Herndon borough
00000,Jackson township
00000,Jordan township
00000,Kulpmont borough
00000,Lewis township
00000,Little Mahanoy township
00000,Lower Augusta township
00000,Lower Mahanoy township
00000,McEwensville borough
00000,Marion Heights borough
00000,Milton borough
00000,Mount Carmel borough
00000,Mount Carmel township
00000,Northumberland borough
00000,Point township
00000,Ralpho township
00000,Riverside borough
00000,Rockefeller township
00000,Rush township
00000,Shamokin city
00000,Shamokin township
00000,Snydertown borough
00000,Sunbury city
00000,Turbot township
00000,Turbotville borough
00000,Upper Augusta township
00000,Upper Mahanoy township
00000,Washington township
00000,Watsontown borough
00000,West Cameron township
00000,West Chillisquaque township
00000,Zerbe township
00000,Blain borough
00000,Bloomfield borough
00000,Buffalo township
00000,Carroll township
00000,Centre township
00000,Duncannon borough
00000,Greenwood township
00000,Howe township
00000,Jackson township
00000,Juniata township
00000,Landisburg borough
00000,Liverpool borough
00000,Liverpool township
00000,Marysville borough
00000,Miller township
00000,Millerstown borough
00000,New Buffalo borough
00000,Newport borough
00000,Northeast Madison township
00000,Oliver township
00000,Penn township
00000,Rye township
00000,Saville township
00000,Southwest Madison township
00000,Spring township
00000,Toboyne township
00000,Tuscarora township
00000,Tyrone township
00000,Watts township
00000,Wheatfield township
00000,Blooming Grove township
00000,Delaware township
00000,Dingman township
00000,Greene township
00000,Lackawaxen township
00000,Lehman township
00000,Matamoras borough
00000,Milford borough
00000,Milford township
00000,Palmyra township
00000,Porter township
00000,Shohola township
00000,Westfall township
00000,Abbott township
00000,Allegany township
00000,Austin borough
00000,Bingham township
00000,Clara township
00000,Coudersport borough
00000,Eulalia township
00000,Galeton borough
00000,Genesee township
00000,Harrison township
00000,Hebron township
00000,Hector township
00000,Homer township
00000,Keating township
00000,Oswayo borough
00000,Oswayo township
00000,Pike township
00000,Pleasant Valley township
00000,Portage township
00000,Roulette township
00000,Sharon township
00000,Shinglehouse borough
00000,Stewardson township
00000,Summit township
00000,Sweden township
00000,Sylvania township
00000,Ulysses borough
00000,Ulysses township
00000,West Branch township
00000,Wharton township
00000,Ashland borough
00000,Auburn borough
00000,Barry township
00000,Blythe township
00000,Branch township
00000,Butler township
00000,Cass township
00000,Coaldale borough
00000,Cressona borough
00000,Deer Lake borough
00000,Delano township
00000,East Brunswick township
00000,East Norwegian township
00000,East Union township
00000,Eldred township
00000,Foster township
00000,Frackville borough
00000,Frailey township
00000,Gilberton borough
00000,Girardville borough
00000,Gordon borough
00000,Hegins township
00000,Hubley township
00000,Kline township
00000,Landingville borough
00000,McAdoo borough
00000,Mahanoy township
00000,Mahanoy City borough
00000,Mechanicsville borough
00000,Middleport borough
00000,Minersville borough
00000,Mount Carbon borough
00000,New Castle township
00000,New Philadelphia borough
00000,New Ringgold borough
00000,North Manheim township
00000,North Union township
00000,Norwegian township
00000,Orwigsburg borough
00000,Palo Alto borough
00000,Pine Grove borough
00000,Pine Grove township
00000,Port Carbon borough
00000,Port Clinton borough
00000,Porter township
00000,Pottsville city
00000,Reilly township
00000,Ringtown borough
00000,Rush township
00000,Ryan township
00000,St. Clair borough
00000,Schuylkill township
00000,Schuylkill Haven borough
00000,Shenandoah borough
00000,South Manheim township
00000,Tamaqua borough
00000,Tower City borough
00000,Tremont borough
00000,Tremont township
00000,Union township
00000,Upper Mahantongo township
00000,Walker township
00000,Washington township
00000,Wayne township
00000,West Brunswick township
00000,West Mahanoy township
00000,West Penn township
00000,Adams township
00000,Beaver township
00000,Beavertown borough
00000,Center township
00000,Chapman township
00000,Franklin township
00000,Freeburg borough
00000,Jackson township
00000,McClure borough
00000,Middleburg borough
00000,Middlecreek township
00000,Monroe township
00000,Penn township
00000,Perry township
00000,Selinsgrove borough
00000,Shamokin Dam borough
00000,Spring township
00000,Union township
00000,Washington township
00000,West Beaver township
00000,West Perry township
00000,Addison borough
00000,Addison township
00000,Allegheny township
00000,Benson borough
00000,Berlin borough
00000,Black township
00000,Boswell borough
00000,Brothersvalley township
00000,Callimont borough
00000,Casselman borough
00000,Central City borough
00000,Conemaugh township
00000,Confluence borough
00000,Elk Lick township
00000,Fairhope township
00000,Garrett borough
00000,Greenville township
00000,Hooversville borough
00000,Indian Lake borough
00000,Jefferson township
00000,Jenner township
00000,Jennerstown borough
00000,Larimer township
00000,Lincoln township
00000,Lower Turkeyfoot township
00000,Meyersdale borough
00000,Middlecreek township
00000,Milford township
00000,New Baltimore borough
00000,New Centerville borough
00000,Northampton township
00000,Ogle township
00000,Paint borough
00000,Paint township
00000,Quemahoning township
00000,Rockwood borough
00000,Salisbury borough
00000,Seven Springs borough
00000,Shade township
00000,Shanksville borough
00000,Somerset borough
00000,Somerset township
00000,Southampton township
00000,Stonycreek township
00000,Stoystown borough
00000,Summit township
00000,Upper Turkeyfoot township
00000,Ursina borough
00000,Wellersburg borough
00000,Windber borough
00000,Cherry township
00000,Colley township
00000,Davidson township
00000,Dushore borough
00000,Eagles Mere borough
00000,Elkland township
00000,Forks township
00000,Forksville borough
00000,Fox township
00000,Hillsgrove township
00000,Laporte borough
00000,Laporte township
00000,Shrewsbury township
00000,Apolacon township
00000,Ararat township
00000,Auburn township
00000,Bridgewater township
00000,Brooklyn township
00000,Choconut township
00000,Clifford township
00000,Dimock township
00000,Forest City borough
00000,Forest Lake township
00000,Franklin township
00000,Friendsville borough
00000,Gibson township
00000,Great Bend borough
00000,Great Bend township
00000,Hallstead borough
00000,Harford township
00000,Harmony township
00000,Herrick township
00000,Hop Bottom borough
00000,Jackson township
00000,Jessup township
00000,Lanesboro borough
00000,Lathrop township
00000,Lenox township
00000,Liberty township
00000,Little Meadows borough
00000,Middletown township
00000,Montrose borough
00000,New Milford borough
00000,New Milford township
00000,Oakland borough
00000,Oakland township
00000,Rush township
00000,Silver Lake township
00000,Springville township
00000,Susquehanna Depot borough
00000,Thompson borough
00000,Thompson township
00000,Union Dale borough
00000,Bloss township
00000,Blossburg borough
00000,Brookfield township
00000,Charleston township
00000,Chatham township
00000,Clymer township
00000,Covington township
00000,Deerfield township
00000,Delmar township
00000,Duncan township
00000,Elk township
00000,Elkland borough
00000,Farmington township
00000,Gaines township
00000,Hamilton township
00000,Jackson township
00000,Knoxville borough
00000,Lawrence township
00000,Lawrenceville borough
00000,Liberty borough
00000,Liberty township
00000,Mansfield borough
00000,Middlebury township
00000,Morris township
00000,Nelson township
00000,Osceola township
00000,Putnam township
00000,Richmond township
00000,Roseville borough
00000,Rutland township
00000,Shippen township
00000,Sullivan township
00000,Tioga borough
00000,Tioga township
00000,Union township
00000,Ward township
00000,Wellsboro borough
00000,Westfield borough
00000,Westfield township
00000,Buffalo township
00000,East Buffalo township
00000,Gregg township
00000,Hartleton borough
00000,Hartley township
00000,Kelly township
00000,Lewis township
00000,Lewisburg borough
00000,Limestone township
00000,Mifflinburg borough
00000,New Berlin borough
00000,Union township
00000,West Buffalo township
00000,White Deer township
00000,Allegheny township
00000,Barkeyville borough
00000,Canal township
00000,Cherrytree township
00000,Clinton township
00000,Clintonville borough
00000,Cooperstown borough
00000,Cornplanter township
00000,Cranberry township
00000,Emlenton borough
00000,Franklin city
00000,Frenchcreek township
00000,Irwin township
00000,Jackson township
00000,Mineral township
00000,Oakland township
00000,Oil City city
00000,Oil Creek township
00000,Pinegrove township
00000,Pleasantville borough
00000,Plum township
00000,Polk borough
00000,President township
00000,Richland township
00000,Rockland township
00000,Rouseville borough
00000,Sandycreek township
00000,Scrubgrass township
00000,Sugarcreek borough
00000,Utica borough
00000,Victory township
00000,Bear Lake borough
00000,Brokenstraw township
00000,Cherry Grove township
00000,Clarendon borough
00000,Columbus township
00000,Conewango township
00000,Deerfield township
00000,Eldred township
00000,Elk township
00000,Farmington township
00000,Freehold township
00000,Glade township
00000,Limestone township
00000,Mead township
00000,Pine Grove township
00000,Pittsfield township
00000,Pleasant township
00000,Sheffield township
00000,Southwest township
00000,Spring Creek township
00000,Sugar Grove borough
00000,Sugar Grove township
00000,Tidioute borough
00000,Triumph township
00000,Warren city
00000,Watson township
00000,Youngsville borough
00000,Allenport borough
00000,Amwell township
00000,Beallsville borough
00000,Bentleyville borough
00000,Blaine township
00000,Buffalo township
00000,Burgettstown borough
00000,California borough
00000,Canonsburg borough
00000,Canton township
00000,Carroll township
00000,Cecil township
00000,Centerville borough
00000,Charleroi borough
00000,Chartiers township
00000,Claysville borough
00000,Coal Center borough
00000,Cokeburg borough
00000,Cross Creek township
00000,Deemston borough
00000,Donegal township
00000,Donora borough
00000,Dunlevy borough
00000,East Bethlehem township
00000,East Finley township
00000,East Washington borough
00000,Elco borough
00000,Ellsworth borough
00000,Fallowfield township
00000,Finleyville borough
00000,Green Hills borough
00000,Hanover township
00000,Hopewell township
00000,Houston borough
00000,Independence township
00000,Jefferson township
00000,Long Branch borough
00000,McDonald borough
00000,Marianna borough
00000,Midway borough
00000,Monongahela city
00000,Morris township
00000,Mount Pleasant township
00000,New Eagle borough
00000,North Bethlehem township
00000,North Charleroi borough
00000,North Franklin township
00000,North Strabane township
00000,Nottingham township
00000,Peters township
00000,Robinson township
00000,Roscoe borough
00000,Smith township
00000,Somerset township
00000,South Franklin township
00000,South Strabane township
00000,Speers borough
00000,Stockdale borough
00000,Twilight borough
00000,Union township
00000,Washington city
00000,West Bethlehem township
00000,West Brownsville borough
00000,West Finley township
00000,West Middletown borough
00000,West Pike Run township
00000,Berlin township
00000,Bethany borough
00000,Buckingham township
00000,Canaan township
00000,Cherry Ridge township
00000,Clinton township
00000,Damascus township
00000,Dreher township
00000,Dyberry township
00000,Hawley borough
00000,Honesdale borough
00000,Lake township
00000,Lebanon township
00000,Lehigh township
00000,Manchester township
00000,Mount Pleasant township
00000,Oregon township
00000,Palmyra township
00000,Paupack township
00000,Preston township
00000,Prompton borough
00000,Salem township
00000,Scott township
00000,South Canaan township
00000,Starrucca borough
00000,Sterling township
00000,Texas township
00000,Waymart borough
00000,Adamsburg borough
00000,Allegheny township
00000,Arnold city
00000,Arona borough
00000,Avonmore borough
00000,Bell township
00000,Bolivar borough
00000,Cook township
00000,Delmont borough
00000,Derry borough
00000,Derry township
00000,Donegal borough
00000,Donegal township
00000,East Huntingdon township
00000,East Vandergrift borough
00000,Export borough
00000,Fairfield township
00000,Greensburg city
00000,Hempfield township
00000,Hunker borough
00000,Hyde Park borough
00000,Irwin borough
00000,Jeannette city
00000,Latrobe borough
00000,Laurel Mountain borough
00000,Ligonier borough
00000,Ligonier township
00000,Lower Burrell city
00000,Loyalhanna township
00000,Madison borough
00000,Manor borough
00000,Monessen city
00000,Mount Pleasant borough
00000,Mount Pleasant township
00000,Murrysville municipality
00000,New Alexandria borough
00000,New Florence borough
00000,New Kensington city
00000,New Stanton borough
00000,North Belle Vernon borough
00000,North Huntingdon township
00000,North Irwin borough
00000,Oklahoma borough
00000,Penn borough
00000,Penn township
00000,Rostraver township
00000,St. Clair township
00000,Salem township
00000,Scottdale borough
00000,Seward borough
00000,Sewickley township
00000,Smithton borough
00000,South Greensburg borough
00000,South Huntingdon township
00000,Southwest Greensburg borough
00000,Sutersville borough
00000,Trafford borough
00000,Unity township
00000,Upper Burrell township
00000,Vandergrift borough
00000,Washington township
00000,West Leechburg borough
00000,West Newton borough
00000,Youngstown borough
00000,Youngwood borough
00000,Braintrim township
00000,Clinton township
00000,Eaton township
00000,Exeter township
00000,Factoryville borough
00000,Falls township
00000,Forkston township
00000,Laceyville borough
00000,Lemon township
00000,Mehoopany township
00000,Meshoppen borough
00000,Meshoppen township
00000,Monroe township
00000,Nicholson borough
00000,Nicholson township
00000,North Branch township
00000,Northmoreland township
00000,Noxen township
00000,Overfield township
00000,Tunkhannock borough
00000,Tunkhannock township
00000,Washington township
00000,Windham township
00000,Carroll township
00000,Chanceford township
00000,Codorus township
00000,Conewago township
00000,Cross Roads borough
00000,Dallastown borough
00000,Delta borough
00000,Dillsburg borough
00000,Dover borough
00000,Dover township
00000,East Hopewell township
00000,East Manchester township
00000,East Prospect borough
00000,Fairview township
00000,Fawn township
00000,Fawn Grove borough
00000,Felton borough
00000,Franklin township
00000,Franklintown borough
00000,Glen Rock borough
00000,Goldsboro borough
00000,Hallam borough
00000,Hanover borough
00000,Heidelberg township
00000,Hellam township
00000,Hopewell township
00000,Jackson township
00000,Jacobus borough
00000,Jefferson borough
00000,Lewisberry borough
00000,Loganville borough
00000,Lower Chanceford township
00000,Lower Windsor township
00000,Manchester borough
00000,Manchester township
00000,Manheim township
00000,Monaghan township
00000,Mount Wolf borough
00000,Newberry township
00000,New Freedom borough
00000,New Salem borough
00000,North Codorus township
00000,North Hopewell township
00000,North York borough
00000,Paradise township
00000,Peach Bottom township
00000,Penn township
00000,Railroad borough
00000,Red Lion borough
00000,Seven Valleys borough
00000,Shrewsbury borough
00000,Shrewsbury township
00000,Springettsbury township
00000,Springfield township
00000,Spring Garden township
00000,Spring Grove borough
00000,Stewartstown borough
00000,Warrington township
00000,Washington township
00000,Wellsville borough
00000,West Manchester township
00000,West Manheim township
00000,West York borough
00000,Windsor borough
00000,Windsor township
00000,Winterstown borough
00000,Wrightsville borough
00000,Yoe borough
00000,York city
00000,York township
00000,Yorkana borough
00000,York Haven borough
00116,Abbottstown borough
00332,Adamsburg borough
00364,Adamstown borough
00396,Addison borough
00540,Akron borough
00572,Alba borough
00628,Albion borough
00660,Alburtis borough
00676,Aldan borough
00756,Alexandria borough
00820,Aliquippa city
00988,Allenport borough
02000,Allentown city
02184,Altoona city
02264,Ambler borough
02288,Ambridge borough
02720,Apollo borough
02752,Applewold borough
02832,Archbald borough
02928,Arendtsville borough
03032,Armagh borough
03088,Arnold city
03120,Arona borough
03264,Ashland borough
03272,Ashley borough
03296,Ashville borough
03320,Aspinwall borough
03384,Atglen borough
03392,Athens borough
03480,Atwood borough
03488,Auburn borough
03576,Austin borough
03608,Avalon borough
03632,Avis borough
03640,Avoca borough
03656,Avondale borough
03688,Avonmore borough
03736,Baden borough
03928,Baldwin borough
03984,Bally borough
04032,Bangor borough
04136,Barkeyville borough
04432,Bath borough
04568,Beallsville borough
04599,Bear Creek Village borough
04608,Bear Lake borough
04688,Beaver borough
04792,Beaver Falls city
04816,Beaver Meadows borough
04848,Beavertown borough
04896,Bechtelsville borough
04944,Bedford borough
04984,Beech Creek borough
05216,Bell Acres borough
05256,Bellefonte borough
05288,Belle Vernon borough
05312,Bellevue borough
05384,Bellwood borough
05504,Ben Avon borough
05520,Ben Avon Heights borough
05536,Bendersville borough
05648,Benson borough
05672,Bentleyville borough
05680,Benton borough
05776,Berlin borough
05848,Bernville borough
05856,Berrysburg borough
05888,Berwick borough
05936,Bessemer borough
05976,Bethany borough
06064,Bethel Park municipality
06088,Bethlehem city
06240,Big Beaver borough
06296,Biglerville borough
06344,Big Run borough
06504,Birdsboro borough
06560,Birmingham borough
06824,Blain borough
06904,Blairsville borough
06928,Blakely borough
07000,Blawnox borough
07040,Bloomfield borough
07120,Blooming Valley borough
07128,Bloomsburg town
07160,Blossburg borough
07480,Bolivar borough
07560,Bonneauville borough
07712,Boswell borough
07880,Bowmanstown borough
07960,Boyertown borough
07976,Brackenridge borough
07992,Braddock borough
08008,Braddock Hills borough
08040,Bradford city
08064,Bradford Woods borough
08416,Brentwood borough
08472,Briar Creek borough
08568,Bridgeport borough
08624,Bridgeville borough
08632,Bridgewater borough
08744,Brisbin borough
08760,Bristol borough
08896,Broad Top City borough
08960,Brockway borough
09080,Brookhaven borough
09224,Brookville borough
09400,Brownstown borough
09432,Brownsville borough
09528,Bruin borough
09696,Bryn Athyn borough
10224,Burgettstown borough
10240,Burlington borough
10256,Burnham borough
10280,Burnside borough
10464,Butler city
10768,California borough
10792,Callensburg borough
10800,Callery borough
10808,Callimont borough
10912,Cambridge Springs borough
11000,Camp Hill borough
11152,Canonsburg borough
11160,Canton borough
11232,Carbondale city
11272,Carlisle borough
11328,Carmichaels borough
11336,Carnegie borough
11456,Carrolltown borough
11472,Carroll Valley borough
11616,Cassandra borough
11624,Casselman borough
11632,Cassville borough
11680,Castle Shannon borough
11720,Catasauqua borough
11736,Catawissa borough
12104,Centerport borough
12184,Centerville borough
12224,Centerville borough
12296,Central City borough
12312,Centralia borough
12376,Centre Hall borough
12496,Chalfant borough
12504,Chalfont borough
12536,Chambersburg borough
12656,Chapman borough
12704,Charleroi borough
13120,Cherry Tree borough
13152,Cherry Valley borough
13208,Chester city
13232,Chester Heights borough
13240,Chester Hill borough
13384,Chest Springs borough
13392,Cheswick borough
13440,Chicora borough
13512,Christiana borough
13608,Churchill borough
13704,Clairton city
13776,Clarendon borough
13800,Clarion borough
13832,Clark borough
13864,Clarks Green borough
13880,Clarks Summit borough
13896,Clarksville borough
14000,Claysville borough
14064,Clearfield borough
14160,Cleona borough
14264,Clifton Heights borough
14376,Clintonville borough
14520,Clymer borough
14568,Coal Center borough
14584,Coaldale borough
14600,Coaldale borough
14640,Coalmont borough
14656,Coalport borough
14712,Coatesville city
14800,Cochranton borough
14896,Cokeburg borough
15192,Collegeville borough
15232,Collingdale borough
15384,Columbia borough
15432,Colwyn borough
15680,Confluence borough
15744,Conneaut Lake borough
15760,Conneautville borough
15776,Connellsville city
15808,Connoquenessing borough
15848,Conshohocken borough
15872,Conway borough
15888,Conyngham borough
16056,Coopersburg borough
16080,Cooperstown borough
16128,Coplay borough
16144,Coraopolis borough
16256,Cornwall borough
16296,Corry city
16304,Corsica borough
16448,Coudersport borough
16568,Courtdale borough
16848,Crafton borough
16960,Cranesville borough
17024,Creekside borough
17136,Cresson borough
17152,Cressona borough
17416,Cross Roads borough
17840,Curwensville borough
17976,Daisytown borough
18000,Dale borough
18048,Dallas borough
18072,Dallastown borough
18088,Dalton borough
18136,Danville borough
18152,Darby borough
18192,Darlington borough
18272,Dauphin borough
18360,Dawson borough
18400,Dayton borough
18496,Deemston borough
18576,Deer Lake borough
18736,Delaware Water Gap borough
18768,Delmont borough
18800,Delta borough
18888,Denver borough
18960,Derry borough
19160,Dickson City borough
19208,Dillsburg borough
19472,Donegal borough
19536,Donora borough
19576,Dormont borough
19696,Dover borough
19752,Downingtown borough
19784,Doylestown borough
19856,Dravosburg borough
19976,Driftwood borough
20104,Dublin borough
20136,DuBois city
20144,Duboistown borough
20152,Dudley borough
20216,Dunbar borough
20240,Duncannon borough
20248,Duncansville borough
20328,Dunlevy borough
20352,Dunmore borough
20424,Dupont borough
20432,Duquesne city
20512,Duryea borough
20528,Dushore borough
20648,Eagles Mere borough
20776,East Bangor borough
20792,East Berlin borough
20840,East Brady borough
20904,East Butler borough
20992,East Conemaugh borough
21200,East Greenville borough
21384,East Lansdowne borough
21444,East McKeesport borough
21648,Easton city
21688,East Petersburg borough
21712,East Pittsburgh borough
21728,East Prospect borough
21752,East Rochester borough
21816,East Side borough
21872,East Stroudsburg borough
21968,Eastvale borough
21976,East Vandergrift borough
22016,East Washington borough
22128,Eau Claire borough
22144,Ebensburg borough
22264,Economy borough
22296,Eddystone borough
22520,Edgewood borough
22576,Edgeworth borough
22608,Edinboro borough
22672,Edwardsville borough
22712,Ehrenfeld borough
22800,Elco borough
22832,Elderton borough
22888,Eldred borough
22960,Elgin borough
22992,Elizabeth borough
23016,Elizabethtown borough
23024,Elizabethville borough
23152,Elkland borough
23280,Ellport borough
23296,Ellsworth borough
23304,Ellwood City borough
23440,Elverson borough
23568,Emlenton borough
23584,Emmaus borough
23600,Emporium borough
23616,Emsworth borough
23768,Enon Valley borough
23832,Ephrata borough
24000,Erie city
24040,Ernest borough
24160,Etna borough
24248,Evans City borough
24304,Everett borough
24336,Everson borough
24392,Exeter borough
24432,Export borough
24488,Factoryville borough
24536,Fairchance borough
24560,Fairfield borough
24832,Fairview borough
25136,Falls Creek borough
25152,Fallston borough
25360,Farrell city
25416,Fawn Grove borough
25456,Fayette City borough
25584,Felton borough
25680,Ferndale borough
25944,Finleyville borough
26280,Fleetwood borough
26296,Flemington borough
26408,Folcroft borough
26512,Ford City borough
26520,Ford Cliff borough
26560,Forest City borough
26592,Forest Hills borough
26760,Forksville borough
26880,Forty Fort borough
27008,Fountain Hill borough
27112,Foxburg borough
27120,Fox Chapel borough
27232,Frackville borough
27312,Frankfort Springs borough
27360,Franklin borough
27456,Franklin city
27552,Franklin Park borough
27576,Franklintown borough
27688,Fredonia borough
27696,Freeburg borough
27712,Freedom borough
27744,Freeland borough
27760,Freemansburg borough
27784,Freeport borough
27968,Friendsville borough
28280,Galeton borough
28328,Gallitzin borough
28520,Garrett borough
28720,Geistown borough
28824,Georgetown borough
28960,Gettysburg borough
29088,Gilberton borough
29232,Girard borough
29264,Girardville borough
29392,Glasgow borough
29432,Glassport borough
29512,Glen Campbell borough
29568,Glendon borough
29592,Glenfield borough
29632,Glen Hope borough
29720,Glenolden borough
29732,Glen Osborne borough
29760,Glen Rock borough
30016,Goldsboro borough
30128,Gordon borough
30280,Grampian borough
30600,Gratz borough
30728,Great Bend borough
30896,Greencastle borough
31082,Green Hills borough
31088,Green Lane borough
31192,Greensboro borough
31200,Greensburg city
31256,Green Tree borough
31328,Greenville borough
31656,Grove City borough
32032,Halifax borough
32056,Hallam borough
32080,Hallstead borough
32120,Hamburg borough
32448,Hanover borough
32688,Harmony borough
32800,Harrisburg city
32896,Harrisville borough
32936,Hartleton borough
33000,Harveys Lake borough
33080,Hastings borough
33088,Hatboro borough
33112,Hatfield borough
33200,Hawley borough
33216,Hawthorn borough
33312,Haysville borough
33408,Hazleton city
33592,Heidelberg borough
33744,Hellertown borough
34064,Hermitage city
34080,Herndon borough
34664,Highspire borough
35224,Hollidaysburg borough
35408,Homer City borough
35424,Homestead borough
35488,Homewood borough
35520,Honesdale borough
35528,Honey Brook borough
35576,Hookstown borough
35608,Hooversville borough
35624,Hop Bottom borough
35648,Hopewell borough
35896,Houston borough
35928,Houtzdale borough
35960,Howard borough
36152,Hughestown borough
36160,Hughesville borough
36192,Hulmeville borough
36232,Hummelstown borough
36288,Hunker borough
36368,Huntingdon borough
36592,Hyde Park borough
36616,Hydetown borough
36640,Hyndman borough
36816,Indiana borough
36888,Indian Lake borough
36944,Industry borough
37000,Ingram borough
37192,Irvona borough
37208,Irwin borough
37304,Ivyland borough
37496,Jackson Center borough
37640,Jacobus borough
37696,Jamestown borough
37784,Jeannette city
37792,Jeddo borough
37880,Jefferson borough
37944,Jefferson borough
37955,Jefferson Hills borough
38000,Jenkintown borough
38048,Jennerstown borough
38096,Jermyn borough
38128,Jersey Shore borough
38160,Jessup borough
38200,Jim Thorpe borough
38248,Johnsonburg borough
38288,Johnstown city
38400,Jonestown borough
38640,Juniata Terrace borough
38688,Kane borough
38768,Karns City borough
39256,Kenhorst borough
39352,Kennett Square borough
39784,Kingston borough
40016,Kistler borough
40040,Kittanning borough
40272,Knox borough
40360,Knoxville borough
40400,Koppel borough
40584,Kulpmont borough
40656,Kutztown borough
40744,Laceyville borough
40848,Laflin borough
40960,Lake City borough
41216,Lancaster city
41264,Landingville borough
41272,Landisburg borough
41336,Lanesboro borough
41392,Langhorne borough
41416,Langhorne Manor borough
41432,Lansdale borough
41440,Lansdowne borough
41464,Lansford borough
41512,Laporte borough
41608,Larksville borough
41680,Latrobe borough
41768,Laureldale borough
41834,Laurel Mountain borough
41848,Laurel Run borough
42016,Lawrenceville borough
42168,Lebanon city
42280,Leechburg borough
42352,Leesport borough
42392,Leetsdale borough
42472,Lehighton borough
42648,Lemoyne borough
42688,Lenhartsville borough
42824,Le Raysville borough
42968,Lewisberry borough
42976,Lewisburg borough
42984,Lewis Run borough
43000,Lewistown borough
43064,Liberty borough
43128,Liberty borough
43232,Ligonier borough
43248,Lilly borough
43408,Lincoln borough
43656,Linesville borough
43816,Lititz borough
43928,Little Meadows borough
43944,Littlestown borough
43968,Liverpool borough
44128,Lock Haven city
44400,Loganton borough
44416,Loganville borough
44512,Long Branch borough
44664,Lorain borough
44704,Loretto borough
44864,Lower Burrell city
45568,Luzerne borough
45592,Lykens borough
45752,Lyons borough
45824,McAdoo borough
45992,McClure borough
46000,McConnellsburg borough
46072,McDonald borough
46120,McEwensville borough
46216,McKean borough
46256,McKeesport city
46264,McKees Rocks borough
46376,McSherrystown borough
46392,Macungie borough
46400,McVeytown borough
46488,Madison borough
46568,Mahaffey borough
46592,Mahanoy City borough
46792,Malvern borough
46864,Manchester borough
46888,Manheim borough
46944,Manns Choice borough
47000,Manor borough
47064,Manorville borough
47080,Mansfield borough
47248,Mapleton borough
47344,Marcus Hook borough
47400,Marianna borough
47424,Marietta borough
47472,Marion Center borough
47480,Marion Heights borough
47544,Marklesburg borough
47560,Markleysburg borough
47672,Mars borough
47872,Martinsburg borough
47968,Marysville borough
48000,Masontown borough
48048,Matamoras borough
48176,Mayfield borough
48360,Meadville city
48376,Mechanicsburg borough
48448,Mechanicsville borough
48480,Media borough
48696,Mercer borough
48704,Mercersburg borough
48856,Meshoppen borough
48912,Meyersdale borough
48960,Middleburg borough
49048,Middleport borough
49128,Middletown borough
49184,Midland borough
49240,Midway borough
49272,Mifflin borough
49288,Mifflinburg borough
49304,Mifflintown borough
49368,Milesburg borough
49400,Milford borough
49504,Millbourne borough
49552,Mill Creek borough
49680,Millersburg borough
49720,Millerstown borough
49728,Millersville borough
49760,Mill Hall borough
49768,Millheim borough
49920,Millvale borough
49936,Mill Village borough
49944,Millville borough
50016,Milton borough
50088,Minersville borough
50232,Modena borough
50272,Mohnton borough
50320,Monaca borough
50344,Monessen city
50408,Monongahela city
50432,Monroe borough
50528,Monroeville municipality
50544,Mont Alto borough
50632,Montgomery borough
50720,Montoursville borough
50736,Montrose borough
50880,Moosic borough
51144,Morrisville borough
51176,Morton borough
51208,Moscow borough
51488,Mount Carbon borough
51496,Mount Carmel borough
51568,Mount Gretna borough
51592,Mount Holly Springs borough
51632,Mount Jewett borough
51656,Mount Joy borough
51744,Mount Oliver borough
51760,Mount Penn borough
51880,Mount Pleasant borough
51912,Mount Pocono borough
51984,Mount Union borough
52016,Mountville borough
52056,Mount Wolf borough
52264,Muncy borough
52320,Munhall borough
52432,Murrysville municipality
52488,Myerstown borough
52584,Nanticoke city
52616,Nanty-Glo borough
52664,Narberth borough
52808,Nazareth borough
52984,Nescopeck borough
53088,Nesquehoning borough
53152,New Albany borough
53160,New Alexandria borough
53168,New Baltimore borough
53184,New Beaver borough
53200,New Berlin borough
53248,New Bethlehem borough
53288,New Brighton borough
53296,New Britain borough
53320,New Buffalo borough
53336,Newburg borough
53344,Newburg borough
53368,New Castle city
53416,New Centerville borough
53448,New Columbus borough
53464,New Cumberland borough
53496,New Eagle borough
53504,Newell borough
53544,New Florence borough
53568,New Freedom borough
53592,New Galilee borough
